id_reclamo,fecha_reclamo,cliente_id,canal,producto,motivo,estado,tiempo_resolucion_horas,monto_reembolso,nps
959,2026-01-19,3941,Oficina,Telefonía,Problema técnico,En proceso,55,89.59,3
960,2026-03-26,4674,Call Center,Paquete Triple,Producto incorrecto,Pendiente,118,96.85,1
961,2026-04-17,3255,Oficina,Paquete Triple,Error de facturación,En proceso,86,162.23,2
962,2026-02-10,1429,Web,Móvil,Producto incorrecto,Resuelto,80,92.81,9
963,2026-03-26,4058,App,Paquete Triple,Producto defectuoso,Pendiente,87,70.37,10
964,2026-02-06,4248,Call Center,Telefonía,Problema técnico,Pendiente,111,178.19,9
965,2026-01-03,3534,Web,Internet,Cancelación de servicio,En proceso,120,171.73,8
966,2026-04-12,3971,Web,Paquete Triple,Producto incorrecto,En proceso,69,29.17,9
967,2026-04-13,1041,Web,Telefonía,Producto defectuoso,Pendiente,69,194.73,9
968,2026-01-28,4867,Web,Paquete Triple,Entrega tardía,Pendiente,100,56.29,4
969,2026-04-03,4717,Web,TV,Producto defectuoso,Pendiente,100,104.23,1
970,2026-04-25,2948,WhatsApp,Telefonía,Producto defectuoso,En proceso,91,108.18,3
971,2026-01-08,1588,Web,Internet,Error de facturación,Pendiente,106,125.8,4
972,2026-02-28,1162,Oficina,Móvil,Cancelación de servicio,En proceso,35,124.75,10
973,2026-04-03,3255,Web,Telefonía,Error de facturación,Resuelto,118,96.63,8
974,2026-04-22,3044,Call Center,TV,Producto defectuoso,Resuelto,1,42.19,5
975,2026-02-11,3964,Web,Paquete Triple,Error de facturación,En proceso,90,92.96,2
976,2026-01-16,2344,WhatsApp,TV,Producto incorrecto,En proceso,95,175.96,5
977,2026-01-17,4124,WhatsApp,TV,Cancelación de servicio,En proceso,112,190.44,0
978,2026-04-17,4329,Web,TV,Producto incorrecto,En proceso,109,137.59,8
979,2026-01-09,1991,WhatsApp,TV,Problema técnico,En proceso,83,23.25,8
980,2026-04-08,1873,WhatsApp,Paquete Triple,Producto incorrecto,En proceso,27,4.24,1
981,2026-01-17,3281,Call Center,Telefonía,Error de facturación,En proceso,104,199.74,2
982,2026-03-27,1392,App,Móvil,Producto incorrecto,Pendiente,119,84.88,10
983,2026-02-09,3496,Oficina,Móvil,Producto incorrecto,Resuelto,92,97.75,4
984,2026-03-28,1341,Call Center,Móvil,Producto defectuoso,Resuelto,106,57.7,3
985,2026-02-27,1959,Oficina,Móvil,Entrega tardía,Pendiente,38,173.05,7
986,2026-04-11,3060,WhatsApp,Telefonía,Problema técnico,Resuelto,13,190.59,2
987,2026-01-26,2042,Web,Internet,Producto defectuoso,Resuelto,45,92.63,9
988,2026-01-12,1770,App,Internet,Producto defectuoso,Resuelto,32,144.27,1
989,2026-01-18,2886,WhatsApp,Telefonía,Problema técnico,En proceso,28,119.87,5
990,2026-02-08,3961,Oficina,Telefonía,Producto defectuoso,Resuelto,20,55.94,5
991,2026-01-29,2736,Oficina,Telefonía,Entrega tardía,Resuelto,66,92.21,10
992,2026-04-20,2960,Web,Móvil,Entrega tardía,Pendiente,63,53.94,7
993,2026-03-04,1994,WhatsApp,Telefonía,Producto defectuoso,Pendiente,50,8.41,1
994,2026-01-24,3487,Call Center,Paquete Triple,Producto defectuoso,En proceso,3,46.21,1
995,2026-04-23,2616,App,Paquete Triple,Entrega tardía,Pendiente,95,180.66,6
996,2026-02-02,3207,WhatsApp,Paquete Triple,Problema técnico,En proceso,117,157.5,0
997,2026-03-15,3532,WhatsApp,TV,Problema técnico,En proceso,38,168.18,7
998,2026-04-11,1294,Web,Móvil,Cancelación de servicio,Pendiente,8,80.13,9
999,2026-02-24,4983,WhatsApp,Telefonía,Entrega tardía,Resuelto,66,48.45,1
1000,2026-04-16,2084,WhatsApp,Internet,Cancelación de servicio,Pendiente,4,76.86,4
